DescriptorClass,DescriptorUI,NLMClassificationNumber,DescriptorName,DateCreated,Annotation,AllowableQualifiersList,PharmacologicalActionList,OnlineNote,HistoryNote,PublicMeSHNote
{'DescriptorClass': '1'},D001985,WF 141.5.B8,,,,,,,80,80
{'DescriptorClass': '1'},D001986,WF 500,,,,,,,64(63),64
{'DescriptorClass': '1'},D001987,WF 544,,,bronchial dilatation,,,,,
{'DescriptorClass': '1'},D001988,,,,general or unspecified; prefer specifics,,,"search BRONCHIOLITIS, VIRAL 1966 (as Prov)",88; 64-66 (Prov),88
{'DescriptorClass': '1'},D001989,,,,do not confuse with BRONCHIOLITIS OBLITERANS ORGANIZING PNEUMONIA see CRYPTOGENIC ORGANIZING PNEUMONIA,,,,88,88
{'DescriptorClass': '1'},D001990,,,,coord IM with specific virus dis (IM),,,,67,67
{'DescriptorClass': '1'},D001991,WF 546,,,"tuberculous bronchitis: index under TUBERCULOSIS, PULMONARY & not also under BRONCHITIS unless particularly discussed; BRONCHIOLITIS is also available",,,,,
{'DescriptorClass': '1'},D001992,WF 600,,,"do not confuse with BRONCHOALVEOLAR LAVAGE, the irrigation technique",,,,88,88
{'DescriptorClass': '1'},D001993,QV 120,,,note entry term BRONCHODILATOR EFFECT: use only for the bronchodilator effect of a chemical substance,,,,65(63),65
{'DescriptorClass': '1'},D001994,,,,non-neoplastic,,,,87,87
{'DescriptorClass': '1'},D001995,WF 500,,,,,,,64(63),64
{'DescriptorClass': '1'},D001996,WC 202,,,,,,,,
{'DescriptorClass': '1'},D001997,,,,"restrict to newborn infants; for lung injury caused by mechanical ventilation in other age groups, use VENTILATOR-INDUCED LUNG INJURY",,,,82,82
{'DescriptorClass': '1'},D001998,,,,,,,,65(64),65
{'DescriptorClass': '1'},D001999,WF 500,,,/ instrum permitted but consider also BRONCHOSCOPES,,,,,
{'DescriptorClass': '1'},D002000,WB 284,,,NIM,,,,,
{'DescriptorClass': '1'},D002001,,,,,,,,2007 (1968),2007; see BROWN FAT 1968-2006
{'DescriptorClass': '1'},D002002,QW 131,,,infection = BRUCELLOSIS,,,,1963,1963
{'DescriptorClass': '1'},D002003,,,,"infection = probably BRUCELLOSIS, BOVINE but for man or other animals coord IM with BRUCELLOSIS (IM)",,,,,
{'DescriptorClass': '1'},D002004,WC 310,,,coord IM with specific Brucella /immunol (IM),,,,,
{'DescriptorClass': '1'},D002006,,,,"for entry term BRUCELLOSIS, PULMONARY, coordinate with LUNG DISEASES or specifics",,,,,
{'DescriptorClass': '1'},D002007,SF 809.B8,,,"in cattle only: if transmitted to man, use BRUCELLOSIS for the human; don't forget also CATTLE (NIM) & check tag ANIMALS",,,,,
{'DescriptorClass': '1'},D002009,QX 301,,,"infection: check text for probable lymphatic involvement & coord IM with ELEPHANTIASIS, FILARIAL (IM); coord with specific helminth term (ANTIGENS, HELMINTH, etc) if pertinent; /drug eff: consider FILARICIDES",,,search FILARIOIDEA 1969-74,86(75); was see under FILARIOIDEA 1969-85,86; was see under FILARIOIDEA 1969-85
{'DescriptorClass': '4'},D002010,,,,a sultanate on the northeast coast of Borneo,,,,75,
{'DescriptorClass': '1'},D002011,,,,,,,,2004 (1991),"2004; see BRUNNER'S GLANDS 1991-2003, see DUODENUM 1975-1990"
{'DescriptorClass': '1'},D002012,,,,SLEEP BRUXISM is also available,,,,65; was see under MASTICATION 1963-64,65; was see under MASTICATION 1963-64
{'DescriptorClass': '1'},D002013,,,,a phylum of tiny aquatic colonial animals; /microbiol /parasitol /virol permitted,,,,,
{'DescriptorClass': '1'},D002015,,,,,,,use BUCRYLATE to search ISOBUTYLCYANOACRYLATE 1975-79; use CYANOACRYLATES 1972-74,91(80); was see under CYANOACRYLATES 1980-90; was ISOBUTYLCYANOACRYLATE see under CYANOACRYLATES 1972-79,91; was see under CYANOACRYLATES 1980-90; was ISOBUTYLCYANOACRYLATE see under CYANOACRYLATES 1972-79
{'DescriptorClass': '1'},D002016,,,,IM; specify geog if pertinent,,,,,
{'DescriptorClass': '1'},D002017,,,,,,,,90(78); was see under FINANCIAL MANAGEMENT 1978-89,90; was see under FINANCIAL MANAGEMENT 1978-89
{'DescriptorClass': '1'},D002018,,,,"includes bufenolides, bufatrienolides",,,,68,68
{'DescriptorClass': '1'},D002019,,,,,,,,91(75); was see under HYDROXAMIC ACIDS 1975-90,91; was see under HYDROXAMIC ACIDS 1975-90
{'DescriptorClass': '1'},D002020,,,,"do not confuse with BUFFALO, AMERICAN see BISON",,,,68,68
{'DescriptorClass': '1'},D002021,,,,almost never IM,,,,67(64),67
{'DescriptorClass': '1'},D002022,,,,NIM when experimental animal,,,,72,72
{'DescriptorClass': '1'},D002023,,,,NIM when experimental animal,,,,72,72
{'DescriptorClass': '1'},D002024,,,,NIM with no qualifiers when experimental animal,,,,72,72
{'DescriptorClass': '1'},D002025,,,,"toads including genera Bufo, Ansonia, Nectophrynoides & Atelopus; NIM when exper animal: no qualif; when IM, qualif permitted",,,use BUFONIDAE to search BUFO 1972-80,81; was BUFO 1972-80,81; was BUFO 1972-80
{'DescriptorClass': '1'},D002026,,,,,,,,91(75); was see under BIGUANIDES 1975-90,91; was see under BIGUANIDES 1975-90
{'DescriptorClass': '1'},D002027,,,,"/biosyn permitted if by toads, mushrooms, etc.",,,search HALLUCINOGENS 1966-74,91(75); was see under SEROTONIN 1975-90; was see under HALLUCINOGENS 1966-74,91; was see under SEROTONIN 1975-90; was see under HALLUCINOGENS 1966-74
{'DescriptorClass': '1'},D002028,,,,coord IM with type of facility (IM),,,,91(84); was see under FACILITY DESIGN AND CONSTRUCTION 1984-90,91; was see under FACILITY DESIGN AND CONSTRUCTION 1984-90
{'DescriptorClass': '1'},D002030,WJ 600,,,,,,,,
{'DescriptorClass': '4'},D002031,,,,,,,,,
{'DescriptorClass': '1'},D002032,WM 175,,,BULIMIA NERVOSA is also available,,,search HYPERPHAGIA 1981-86,87; was see HYPERPHAGIA 1981-86,87; was see HYPERPHAGIA 1981-86
{'DescriptorClass': '1'},D002033,,,,freshwater snail; /microbiol /parasitol /virol permitted,,,,72,72
{'DescriptorClass': '1'},D002034,QV 160,,,,,,,"91(75); was see under DIURETICS, SULFAMYL 1975-90","91; was see under DIURETICS, SULFAMYL 1975-90"
{'DescriptorClass': '1'},D002035,,,,an anti-arrhythmic,,,,91(78); was see under NAPHTHALENES 1978-90,91; was see under NAPHTHALENES 1978-90
{'DescriptorClass': '1'},D002036,,,,,,,search HEART CONDUCTION SYSTEM 1966-74,91(75); was see under HEART CONDUCTION SYSTEM 1975-90,91; was see under HEART CONDUCTION SYSTEM 1975-90
{'DescriptorClass': '1'},D002037,WG 330.5.H4,,,,,,,,
{'DescriptorClass': '1'},D002038,,,,"from the krait, a snake; /antag permitted but consider also ANTIVENINS; alpha-bungarotoxin & beta-bungarotoxin go here",,,,74(73),74
{'DescriptorClass': '1'},D002040,,,,,,,use LEVOBUNOLOL to search BUNOLOL 1972-90 (as Prov 1972),91(72); was BUNOLOL 1972-90 (Prov 1972),91; was BUNOLOL 1973-90
{'DescriptorClass': '1'},D002042,,,,infection: coord IM with BUNYAVIRIDAE INFECTIONS (IM),,,,2002 (1975),"2002; see BUNYAMWERA VIRUS GROUP 1991-2001, see BUNYAVIRIDAE 1981-1990, see ARBOVIRUSES 1975-80"
{'DescriptorClass': '1'},D002043,QW 168.5.B9,,,"from BUNYAmwera, an African place name; infection = BUNYAVIRIDAE INFECTIONS",,,,81,81
{'DescriptorClass': '1'},D002044,WC 501,,,GEN or unspecified; prefer specifics,,,use BUNYAVIRIDAE INFECTIONS to search BUNYAVIRUS INFECTIONS 1981-91,92; was BUNYAVIRUS INFECTIONS 1981-91,92; was BUNYAVIRUS INFECTIONS 1981-91
{'DescriptorClass': '1'},D002045,QV 110,,,,,,,1973 (1971),
{'DescriptorClass': '1'},D002046,QV 132,,,,,,,91(79); was see under PROPANOLAMINES 1979-90,91; was see under PROPANOLAMINES 1979-90
{'DescriptorClass': '1'},D002047,QV 92,,,"for buprenorphine maintenance treatment, coordinate with OPIATE SUBSTITUTION TREATMENT",,,,87(79); was see under MORPHINANS 1979-86,87; was see under MORPHINANS 1979-86
{'DescriptorClass': '1'},D002048,WA 846,,,,,,search MORTUARY PRACTICE 1966-74,91(75); was see under MORTUARY PRACTICE 1975-90,91; was see under MORTUARY PRACTICE 1975-90
{'DescriptorClass': '1'},D002049,,,,,,,,91(75); was see under THIOUREA 1975-90,91; was see under THIOUREA 1975-90
{'DescriptorClass': '4'},D002050,,,,,,,,1986; was UPPER VOLTA 1963-1985,
{'DescriptorClass': '1'},D002051,,,,,,,,1998 (1968),"1998; see BURKITT'S LYMPHOMA 1968-1997; for LEUKEMIA, B-CELL, ACUTE & BURKITT LEUKEMIA see LEUKEMIA, B-CELL, ACUTE 1989-2007; for BURKITT TUMOR see BURKITT'S TUMOR 1968-1997; for LYMPHOMA, BURKITT see LYMPHOMA, BURKITT'S 1968-1997"
{'DescriptorClass': '4'},D002052,,,,capital Rangoon became Yangon when Burma became Myanmar in 1989.,,,use MYANMAR to search BURMA 1968-92,93; was BURMA 1968-92,
{'DescriptorClass': '1'},D002053,,,,,,,,91(82); was see under INTENSIVE CARE UNITS 1982-90,91; was see under INTENSIVE CARE UNITS 1982-90
{'DescriptorClass': '1'},D002054,WU 140,,,"""painful oral symptoms assoc with a burning sensation""",,,,91(68); was see under MOUTH DISEASES 1968-90,91; was see under MOUTH DISEASES 1968-90
{'DescriptorClass': '1'},D002055,WA 495,,,,,,,"1990 (1983); use STRESS, PSYCHOLOGICAL 1983-1989","1990; see STRESS, PSYCHOLOGICAL 1983-1989"
{'DescriptorClass': '1'},D002056,,,,"GEN; ""thermal injury""; EYE BURNS & SUNBURN are also available; burn shock: coord IM with SHOCK, TRAUMATIC (IM)",,,,,
{'DescriptorClass': '1'},D002057,WO 704,,,"chemical eye burns = BURNS, CHEMICAL (IM) + EYE BURNS /chem ind (IM)",,,,,
{'DescriptorClass': '1'},D002058,WO 704,,,,,,,,
{'DescriptorClass': '1'},D002059,WO 704,,,resp tract burns from heat or chemicals; SMOKE INHALATION INJURY is also available,,,,,
{'DescriptorClass': '1'},D002060,,,,,,,,66(65),66
{'DescriptorClass': '1'},D002061,,,,inflammation = BURSITIS,,,,65,65
{'DescriptorClass': '1'},D002062,WE 400,,,coordinate with specific joint,,,,,
{'DescriptorClass': '4'},D002063,,,,,,,,,
{'DescriptorClass': '1'},D002064,,,,,,,use BUSERELIN to search BUSERELIN ACETATE 1984-91,92; was BUSERELIN ACETATE 1984-91; BUSERELIN was see BUSERELIN ACETATE 1984-91,92; was BUSERELIN ACETATE 1984-91; BUSERELIN was see BUSERELIN ACETATE 1984-91
{'DescriptorClass': '1'},D002065,QV 77.9,,,,,,,88,88
{'DescriptorClass': '1'},D002066,,,,,,,,,
{'DescriptorClass': '1'},D002069,,,,,,,,91(78); was see under DIBENZOCYCLOHEPTENES 1978-90,91; was see under DIBENZOCYCLOHEPTENES 1978-90
{'DescriptorClass': '1'},D002070,,,,,,,use BUTADIENES to search BUTADIENE 1966-77,78; was BUTADIENE 1963-77,78; was BUTADIENE 1963-77
{'DescriptorClass': '1'},D002072,,,,,,,,98(75),98; see BUTANEDIOLS 1975-97
{'DescriptorClass': '1'},D002073,,,,,,,,73,73
{'DescriptorClass': '1'},D002074,,,,,,,,68,68
{'DescriptorClass': '1'},D002076,,,,,,,,"96; was BUTIROSINS 1975-95 (see under ANTIBIOTICS, AMINOGLYCOSIDE 1975-90)","96; was BUTIROSINS 1975-95 (see under ANTIBIOTICS, AMINOGLYCOSIDE 1975-90)"
{'DescriptorClass': '1'},D002077,QV 92,,,,,,,91(79); was see under MORPHINANS 1979-90,91; was see under MORPHINANS 1979-90
{'DescriptorClass': '1'},D002078,,,,,,,,91(73); was see under PROPANOLAMINES 1973-90,91; was see under PROPANOLAMINES 1973-90
{'DescriptorClass': '1'},D002079,,,,a dairy product & dietary fat; MARGARINE is also available,,,,,
{'DescriptorClass': '1'},D002080,,,,/microbiol /parasitol /virol permitted,,,,91(75); was see under LEPIDOPTERA 1975-90,91; was see under LEPIDOPTERA 1975-90
{'DescriptorClass': '1'},D002081,WE 850,,,usually NIM as site,,,,,
{'DescriptorClass': '1'},D002082,,,,,,,,66,66
{'DescriptorClass': '1'},D002083,,,,,,,search ANISOLES 1973-74,87(75); was see under ANISOLES 1973-86,87; was see under ANISOLES 1973-86
{'DescriptorClass': '1'},D002084,,,,consider IONONES if C13-norisoprenoid or ionanes are discussed,,,search CRESOLS 1973-74,80(75); was see under CRESOLS 1973-79,80; was see under CRESOLS 1973-79
{'DescriptorClass': '1'},D002085,,,,,,,,91(75); was see under NITROSAMINES 1975-90,91; was see under NITROSAMINES 1975-90
{'DescriptorClass': '1'},D002086,,,,,,,,91(76); was see under SCOPOLAMINE DERIVATIVES 1978-90; was see under SCOPOLAMINE 1976-77,91; was see under SCOPOLAMINE DERIVATIVES 1978-90; was see under SCOPOLAMINE 1976-77
{'DescriptorClass': '1'},D002087,QU 90,,,,,,,1963,"1963; for BUTYRIC ACIDS see SUTYRIC ACIDS 1999-2012, BUTYRATE and N-BUTYRATE were indexed under BUTYRIC ACIDS 1975-1998"
{'DescriptorClass': '1'},D002090,,,,,,,,66,66
{'DescriptorClass': '1'},D002091,,,,antag = CHOLINESTERASE INHIBITORS + BUTYRYLCHOLINESTERASE,,,,91(75); was see under CHOLINESTERASES 1975-90,91; was see under CHOLINESTERASES 1975-90
{'DescriptorClass': '1'},D002092,,,,,,,,91(75); was see under CHOLINE 1975-90,91; was see under CHOLINE 1975-90
{'DescriptorClass': '1'},D002093,,,,,,,,2005(1975),2005; see BW 284 C 51 1991-2004; see ANILINE COMPOUNDS 1975-1990
{'DescriptorClass': '4'},D002094,,,,,,,,"2011; use BYELARUS 1993-2010, use BYELORUSSIAN S.S.R. 1982-1992, use BELORUSSIA 1963-1981",
{'DescriptorClass': '1'},D002095,WF 654,,,do not coordinate with OCCUPATIONAL DISEASES,,,,74(69),74
{'DescriptorClass': '1'},D002096,WK 802,,,from proinsulin only: not for peptide fragments from other proteins ( = PEPTIDE FRAGMENTS),,,,84(77); was see under PEPTIDES 1977-83,84; was see under PEPTIDES 1977-83
{'DescriptorClass': '1'},D002097,WH 400,,,an acute phase protein; /drug eff /ultrastruct permitted,,,,,
{'DescriptorClass': '1'},D002099,,,,CHOCOLATE  is also available,,,,2019,2019
{'DescriptorClass': '1'},D002100,,,,"WASTING SYNDROME is also available: do not make diagnosis, use words of text",,,,,
{'DescriptorClass': '1'},D002101,,,,,,,,91(75); was see under ARSENICALS 1975-90,91; was see under ARSENICALS 1975-90
{'DescriptorClass': '1'},D002102,,,,NIM for cadaveric organs in transplantation; do not index here routinely for postmortem studies; article must be on cadavers as a corpse; AUTOPSY is available for the procedure and / pathol is available with diseases and tissues for postmortem pathology,,,,,
{'DescriptorClass': '1'},D002103,,,,,,,,91(73); was see under DIAMINES 1973-90,91; was see under DIAMINES 1973-90
{'DescriptorClass': '1'},D002104,QV 290,,,,,,search CADMIUM/PO under CADMIUM POISONING 1966-76,/poisoning was used for indexing 1966-76,/poisoning ( = CADMIUM POISONING as of 1977) was used for indexing 1966-76
{'DescriptorClass': '1'},D002105,,,,occup cadmium pois: coord IM with OCCUPATIONAL DISEASES (IM) but not also ENVIRONMENTAL EXPOSURE (see note there),,,use CADMIUM POISONING to search CADMIUM/poisoning 1966-76,77; was CADMIUM/poisoning 1966-76,77; was CADMIUM/poisoning 1966-76
{'DescriptorClass': '1'},D002106,,,,"for routine use as tracer, use no qualifiers",,,,88,88
{'DescriptorClass': '1'},D002107,QX 203,,,a genus of nematodes used in exper,,,,79,79
{'DescriptorClass': '1'},D002108,,,,do not confuse entry term CERULEIN with CERULENIN,,,,2013(1972),2013; see CAERULEIN 1972-2013
{'DescriptorClass': '1'},D002109,,,,,,,,91(75); was see under CINNAMATES 1975-90,91; was see under CINNAMATES 1975-90
{'DescriptorClass': '1'},D002110,QV 107,,,,,,,,
{'DescriptorClass': '1'},D002111,,,,"do not confuse with HEEL, the area",,,,,
{'DescriptorClass': '1'},D002112,,,,deficiency: coordinate CALCIFEDIOL /defic (IM) with VITAMIN D DEFICIENCY (IM),,,,83,83
{'DescriptorClass': '1'},D002113,WE 202,,,TOOTH CALCIFICATION is also available,,,,65; was CALCIFICATION 1963-64,65; was CALCIFICATION 1963-64
{'DescriptorClass': '1'},D002114,,,,"coordinate with organ/diseases term; for calcinosis of the heart, coordinate with CARDIOMYOPATHIES, not HEART DISEASES",,,,,CALCIPHYLAXIS was heading 1965-83
{'DescriptorClass': '1'},D002115,WD 200.5.C2,,,hypersensitivity with sudden local calcification,,,,91(84)63; was see under CALCINOSIS 1984-90,"91,63-83; was see under CALCINOSIS 1984-90"
{'DescriptorClass': '1'},D002116,WK 202,,,,,,use CALCITONIN to search THYROCALCITONIN 1966-73,"74,66-67; was THYROCALCITONIN 1968-73 & 1964-65 (Prov 1964-65)","74,66-67; was THYROCALCITONIN 1968-73"
{'DescriptorClass': '1'},D002117,,,,deficiency: coordinate CALCITRIOL /defic (IM) with VITAMIN D DEFICIENCY (IM),,,,82,82
{'DescriptorClass': '1'},D002118,,,,"/ antag permitted but consider also CALCIUM CHANNEL BLOCKERS; / blood: note HYPOCALCEMIA and HYPERCALCEMIA are available; / defic: consider also HYPOCALCEMIA & note that CALCIUM, DIETARY is also available; CALCIUM CHANNELS and CALCIUM SIGNALING are also available; metabolic disorders = CALCIUM METABOLISM DISORDERS",,,,/metabolism was CALCIUM METABOLISM 1965,/metabolism was CALCIUM METABOLISM 1965
{'DescriptorClass': '1'},D002119,,,,"occurs in nature as chalk, limestone or marble; used in med as a buffer in hemodialysis",,,,65,65
{'DescriptorClass': '1'},D002120,,,,,,,,88,88
{'DescriptorClass': '1'},D002121,QV 151,,,,,,"use CALCIUM CHANNEL BLOCKERS to search CALCIUM ANTAGONISTS, EXOGENOUS 1982","83; was CALCIUM ANTAGONISTS, EXOGENOUS 1982","83; was CALCIUM ANTAGONISTS, EXOGENOUS 1982"
{'DescriptorClass': '1'},D002122,,,,,,,,65,65
{'DescriptorClass': '1'},D002123,,,,,,,,91(75); was see under BENZENESULFONATES 1975-90,91; was see under BENZENESULFONATES 1975-90
{'DescriptorClass': '1'},D002124,,,,,,,,65,65
{'DescriptorClass': '1'},D002125,,,,,,,,91(79); was see under GLUCONATES 1979-90,91; was see under GLUCONATES 1979-90
{'DescriptorClass': '1'},D002126,,,,,,,,67,67
{'DescriptorClass': '1'},D002127,,,,,,,,,
{'DescriptorClass': '1'},D002128,WD 200.5.C2,,,general or unspecified; prefer specifics,,,,,
{'DescriptorClass': '1'},D002129,,,,OXALATES is also available,,,,79,79
{'DescriptorClass': '1'},D002130,,,,general or unspecified; prefer specifics,,,,65(64),65
{'DescriptorClass': '1'},D002131,QV 285,,,deposition = CALCIUM PYROPHOSPHATE DIHYDRATE DEPOSITION see CHONDROCALCINOSIS,,,,91(77); was see under PYROPHOSPHATES 1977-90,91; was see under PYROPHOSPHATES 1977-90
{'DescriptorClass': '1'},D002132,,,,"for routine use as tracer, use no qualifiers",,,search CALCIUM ISOTOPES 1966-73,74,74
{'DescriptorClass': '1'},D002133,,,,,,,use CALCIUM SULFATE to search PLASTER OF PARIS 1966-79,80; PLASTER OF PARIS was heading 1963-79,80; PLASTER OF PARIS was heading 1963-79
{'DescriptorClass': '1'},D002135,QU 55.2,,,"RECEPTORS, CALCIUM-SENSING is also available",,,,80,"80; CALCIUM-BINDING PROTEIN, VITAMIN D-DEPENDENT & CALCIUM-DEPENDENT REGULATOR were see under CARRIER PROTEINS 1979"
{'DescriptorClass': '1'},D002136,,,,"/adv eff: coordinate with disease /etiol, not /chem ind; /ther use: coord with disease /diet ther",,,,,
{'DescriptorClass': '1'},D002137,,,,"general or unspecified; prefer specifics; coordinate with organ/diseases term; chemolysis of calculi: coordinate disease with /ther, not /drug ther",,,"to search for chem composition of calculi, use CALCULI/anal 1987-1990 & CALCULI/metab 1966-86",,
{'DescriptorClass': '1'},D002138,,,,NIM; coordinate with specific scale (IM) if relevant,,,,91(78); was see under WEIGHTS AND MEASURES 1978-90,91; was see under WEIGHTS AND MEASURES 1978-90
{'DescriptorClass': '1'},D002139,,,,infection = CALICIVIRIDAE INFECTIONS,,,use CALICIVIRIDAE to search CALICIVIRUSES 1979-81 & 1993,82; was CALICIVIRUSES 1979-81; CALICIVIRUSES was see CALICVIRIDAE 1993,82; was CALICIVIRUSES 1979-81; CALICIVIRUSES was see CALICIVIRIDAE 1993
{'DescriptorClass': '4'},D002140,,,,LOS ANGELES is also available,,,,,
{'DescriptorClass': '1'},D002141,QW 168.5.B9,,,"infection = ENCEPHALITIS, CALIFORNIA",,,,2002 (1977),"2002: see CALIFORNIA GROUP VIRUSES 1991-2001, see BUNYAVIRIDAE 1981-1990, see ENCEPHALITIS VIRUSES 1977-1980; for CALIFORNIA VIRUS see ARBOVIRUSES 1975-1976"
{'DescriptorClass': '1'},D002142,,,,,,,,,
{'DescriptorClass': '1'},D002143,,,,index NIM with no qualifiers when an experimental animal; diseases: coordinate IM with MONKEY DISEASES (IM),,,,2006 (1975),"2006; see CALLITRICHINAE 1992-2005, see CALLITHRICIDAE 1981-1991, see MARMOSETS 1975-1980; for CEBUELLA use under CALLITHRIX 1981-2019"
{'DescriptorClass': '1'},D002144,,,,index NIM with no qualifiers when an experimental animal; diseases: coordinate IM with MONKEY DISEASES (IM),,,,1992 (1981); for CEBUELLA use CALLITRICHIDAE 1981-2005,1992; see CALLITHRICIDAE 1981-1991; for CEBUELLA see CALLITRICHIDAE 1981-2005
